2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,
2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554,2042,2554
